ID	Macro_Comm
2038	{'Branches_of_biology'}
2039	{'Branches_of_biology'}
2040	{'Branches_of_biology'}
2041	{'Branches_of_biology'}
2042	{'Branches_of_biology'}
2043	{'Branches_of_biology'}
2044	{'Branches_of_biology'}
2045	{'Branches_of_biology'}
2046	{'Branches_of_biology'}
2047	{'Subfields_of_physics'}
2048	{'Branches_of_biology'}
2049	{'Branches_of_biology'}
2050	{'Branches_of_biology'}
2051	{'Branches_of_biology'}
2052	{'Branches_of_biology'}
2053	{'Branches_of_biology'}
2054	{'Branches_of_biology'}
2055	{'Branches_of_biology'}
2056	{'Branches_of_biology'}
2057	{'Branches_of_biology'}
2058	{'Branches_of_biology'}
2059	{'Branches_of_biology'}
2060	{'Branches_of_biology'}
2061	{'Branches_of_biology'}
2062	{'Branches_of_biology'}
2063	{'Branches_of_biology'}
2064	{'Branches_of_biology'}
2065	{'Branches_of_biology'}
2066	{'Branches_of_biology'}
2067	{'Branches_of_biology'}
2068	{'Branches_of_biology'}
2069	{'Subfields_of_physics'}
2070	{'Branches_of_biology'}
2071	{'Branches_of_biology'}
2072	{'Branches_of_biology'}
2073	{'Branches_of_biology'}
2074	{'Branches_of_biology'}
2075	{'Branches_of_biology'}
2076	{'Branches_of_biology'}
2077	{'Branches_of_biology'}
2078	{'Branches_of_biology', 'Subfields_of_physics'}
2079	{'Branches_of_biology'}
2080	{'Branches_of_biology'}
2081	{'Branches_of_biology'}
2082	{'Branches_of_biology'}
2083	{'Branches_of_biology'}
2084	{'Branches_of_biology'}
2085	{'Subfields_of_physics'}
2086	{'Branches_of_biology'}
2087	{'Fields_of_mathematics'}
2088	{'Fields_of_mathematics'}
2089	{'Fields_of_mathematics'}
2090	{'Fields_of_mathematics'}
2091	{'Fields_of_mathematics'}
2092	{'Fields_of_mathematics'}
2093	{'Fields_of_mathematics'}
2094	{'Subfields_of_physics'}
2095	{'Subfields_of_physics'}
2096	{'Subfields_of_physics'}
2097	{'Subfields_of_physics'}
2098	{'Subfields_of_physics'}
2099	{'Subfields_of_physics'}
2100	{'Subfields_of_physics'}
2101	{'Subfields_of_physics'}
2102	{'Subfields_of_physics'}
2103	{'Subfields_of_physics'}
2104	{'Subfields_of_physics'}
2105	{'Subfields_of_physics'}
2106	{'Subfields_of_physics'}
2107	{'Subfields_of_physics'}
2108	{'Subfields_of_physics'}
2109	{'Subfields_of_physics'}
2110	{'Subfields_of_physics'}
2111	{'Subfields_of_physics'}
2112	{'Subfields_of_physics'}
2113	{'Subfields_of_physics'}
2114	{'Subfields_of_physics'}
2115	{'Subfields_of_physics'}
2116	{'Subfields_of_physics'}
2117	{'Subfields_of_physics'}
2118	{'Subfields_of_physics'}
2119	{'Subfields_of_physics'}
2120	{'Subfields_of_physics'}
2121	{'Subfields_of_physics'}
2122	{'Subfields_of_physics'}
2123	{'Subfields_of_physics'}
2124	{'Subfields_of_physics'}
2125	{'Subfields_of_physics'}
2126	{'Subfields_of_physics'}
2127	{'Subfields_of_physics'}
2128	{'Subfields_of_physics'}
2129	{'Subfields_of_physics'}
2130	{'Subfields_of_physics'}
2131	{'Subfields_of_physics'}
2132	{'Subfields_of_physics'}
2133	{'Subfields_of_physics'}
2134	{'Subfields_of_physics'}
2135	{'Subfields_of_physics'}
2136	{'Subfields_of_physics'}
2137	{'Subfields_of_physics'}
2138	{'Subfields_of_physics'}
2139	{'Subfields_of_physics'}
2140	{'Subfields_of_physics'}
2141	{'Subfields_of_physics'}
2142	{'Subfields_of_physics'}
2143	{'Subfields_of_physics'}
2144	{'Subfields_of_physics'}
2145	{'Subfields_of_physics'}
2146	{'Subfields_of_physics'}
2147	{'Subfields_of_physics'}
2148	{'Subfields_of_physics'}
2149	{'Subfields_of_physics'}
2150	{'Subfields_of_physics'}
2151	{'Subfields_of_physics'}
2152	{'Subfields_of_physics'}
2153	{'Subfields_of_physics'}
2154	{'Subfields_of_physics'}
2155	{'Subfields_of_physics'}
2156	{'Subfields_of_physics'}
2157	{'Subfields_of_physics'}
2158	{'Subfields_of_physics'}
2159	{'Subfields_of_physics'}
2160	{'Subfields_of_physics'}
2161	{'Subfields_of_physics'}
2162	{'Subfields_of_physics'}
2163	{'Subfields_of_physics'}
2164	{'Subfields_of_physics'}
2165	{'Subfields_of_physics'}
2166	{'Subfields_of_physics'}
2167	{'Subfields_of_physics'}
2168	{'Subfields_of_physics'}
2169	{'Subfields_of_physics'}
2170	{'Subfields_of_physics'}
2171	{'Subfields_of_physics'}
2172	{'Subfields_of_physics'}
2173	{'Subfields_of_physics'}
2174	{'Subfields_of_physics'}
2175	{'Subfields_of_physics'}
2176	{'Subfields_of_physics'}
2177	{'Subfields_of_physics'}
2178	{'Subfields_of_physics'}
2179	{'Subfields_of_physics'}
2180	{'Subfields_of_physics'}
2181	{'Subfields_of_physics'}
2182	{'Subfields_of_physics'}
2183	{'Subfields_of_physics'}
2184	{'Subfields_of_physics'}
2185	{'Subfields_of_physics'}
2186	{'Subfields_of_physics'}
2187	{'Subfields_of_physics'}
2188	{'Subfields_of_physics'}
2189	{'Subfields_of_physics'}
2190	{'Subfields_of_physics'}
2191	{'Subfields_of_physics'}
2192	{'Branches_of_biology', 'Subfields_of_physics'}
2193	{'Subfields_of_physics'}
2194	{'Subfields_of_physics'}
2195	{'Subfields_of_physics'}
2196	{'Subfields_of_physics'}
2197	{'Subfields_of_physics'}
2198	{'Subfields_of_physics'}
2199	{'Subfields_of_physics'}
2200	{'Subfields_of_physics'}
2201	{'Subfields_of_physics'}
2202	{'Subfields_of_physics'}
2203	{'Subfields_of_physics'}
2204	{'Subfields_of_physics'}
2205	{'Subfields_of_physics'}
2206	{'Subfields_of_physics'}
2207	{'Subfields_of_physics'}
2208	{'Subfields_of_physics'}
2209	{'Subfields_of_physics'}
2210	{'Subfields_of_physics'}
2211	{'Subfields_of_physics'}
2212	{'Subfields_of_physics'}
2213	{'Subfields_of_physics'}
2214	{'Subfields_of_physics'}
2215	{'Subfields_of_physics'}
2216	{'Subfields_of_physics'}
2217	{'Subfields_of_physics'}
2218	{'Subfields_of_physics'}
2219	{'Subfields_of_physics'}
2220	{'Subfields_of_physics'}
2221	{'Subfields_of_physics'}
2222	{'Branches_of_biology'}
2223	{'Branches_of_biology'}
2224	{'Branches_of_biology'}
2225	{'Branches_of_biology'}
2226	{'Branches_of_biology'}
2227	{'Branches_of_biology'}
2228	{'Branches_of_biology'}
2229	{'Branches_of_biology'}
2230	{'Branches_of_biology'}
2231	{'Branches_of_biology'}
2232	{'Branches_of_biology'}
2233	{'Branches_of_biology'}
2234	{'Branches_of_biology'}
2235	{'Branches_of_biology'}
2236	{'Branches_of_biology'}
2237	{'Branches_of_biology'}
2238	{'Branches_of_biology'}
2239	{'Branches_of_biology'}
2240	{'Branches_of_biology'}
2241	{'Branches_of_biology'}
2242	{'Branches_of_biology'}
2243	{'Branches_of_biology'}
2244	{'Branches_of_biology'}
2245	{'Branches_of_biology'}
2246	{'Branches_of_biology'}
2247	{'Branches_of_biology'}
2248	{'Branches_of_biology'}
2249	{'Branches_of_biology'}
2250	{'Branches_of_biology'}
2251	{'Branches_of_biology'}
2252	{'Branches_of_biology'}
2253	{'Branches_of_biology'}
2254	{'Branches_of_biology'}
2255	{'Branches_of_biology'}
2256	{'Branches_of_biology'}
2257	{'Branches_of_biology'}
2258	{'Branches_of_biology'}
2259	{'Branches_of_biology'}
2260	{'Branches_of_biology'}
2261	{'Branches_of_biology'}
2262	{'Branches_of_biology'}
2263	{'Branches_of_biology'}
2264	{'Branches_of_biology'}
2265	{'Branches_of_biology'}
2266	{'Branches_of_biology'}
2267	{'Branches_of_biology'}
2268	{'Branches_of_biology'}
2269	{'Branches_of_biology'}
2270	{'Branches_of_biology'}
2271	{'Branches_of_biology'}
2272	{'Branches_of_biology'}
2273	{'Branches_of_biology'}
2274	{'Branches_of_biology'}
2275	{'Branches_of_biology'}
2276	{'Branches_of_biology'}
2277	{'Branches_of_biology'}
2278	{'Branches_of_biology'}
2279	{'Branches_of_biology'}
2280	{'Branches_of_biology'}
2281	{'Branches_of_biology'}
2282	{'Branches_of_biology'}
2283	{'Branches_of_biology'}
2284	{'Branches_of_biology'}
2285	{'Branches_of_biology'}
2286	{'Branches_of_biology'}
2287	{'Branches_of_biology'}
2288	{'Branches_of_biology'}
2289	{'Branches_of_biology'}
2290	{'Branches_of_biology'}
2291	{'Branches_of_biology'}
2292	{'Branches_of_biology'}
2293	{'Branches_of_biology'}
2294	{'Branches_of_biology'}
2295	{'Branches_of_biology'}
2296	{'Branches_of_biology'}
2297	{'Branches_of_biology'}
2298	{'Branches_of_biology'}
2299	{'Branches_of_biology'}
2300	{'Branches_of_biology'}
2301	{'Branches_of_biology'}
2302	{'Subfields_of_physics'}
2303	{'Branches_of_biology'}
2304	{'Branches_of_biology'}
2305	{'Branches_of_biology'}
2306	{'Subfields_of_physics'}
2307	{'Branches_of_biology'}
2308	{'Branches_of_biology'}
2309	{'Branches_of_biology'}
2310	{'Branches_of_biology'}
2311	{'Branches_of_biology'}
2312	{'Subfields_of_physics'}
2313	{'Branches_of_biology'}
2314	{'Branches_of_biology'}
2315	{'Branches_of_biology'}
2316	{'Branches_of_biology'}
2317	{'Branches_of_biology'}
2318	{'Branches_of_biology'}
2319	{'Branches_of_biology'}
2320	{'Branches_of_biology'}
2321	{'Branches_of_biology'}
2322	{'Branches_of_biology'}
2323	{'Branches_of_biology'}
2324	{'Branches_of_biology'}
2325	{'Branches_of_biology', 'Areas_of_computer_science'}
2326	{'Branches_of_biology'}
2327	{'Branches_of_biology'}
2328	{'Branches_of_biology'}
2329	{'Branches_of_biology'}
2330	{'Branches_of_biology'}
2331	{'Branches_of_biology'}
2332	{'Branches_of_biology'}
2333	{'Subfields_of_physics'}
2334	{'Branches_of_biology'}
2335	{'Branches_of_biology'}
2336	{'Branches_of_biology'}
2337	{'Branches_of_biology'}
2338	{'Branches_of_biology'}
2339	{'Branches_of_biology'}
2340	{'Branches_of_biology'}
2341	{'Branches_of_biology'}
2342	{'Branches_of_biology'}
2343	{'Branches_of_biology'}
2344	{'Branches_of_biology'}
2345	{'Branches_of_biology'}
2346	{'Branches_of_biology'}
2347	{'Branches_of_biology'}
2348	{'Branches_of_biology', 'Subfields_of_physics'}
2349	{'Branches_of_biology'}
2350	{'Branches_of_biology'}
2351	{'Branches_of_biology'}
2352	{'Branches_of_biology'}
2353	{'Branches_of_biology'}
2354	{'Branches_of_biology'}
2355	{'Branches_of_biology'}
2356	{'Branches_of_biology'}
2357	{'Branches_of_biology'}
2358	{'Subfields_of_physics'}
2359	{'Branches_of_biology'}
2360	{'Branches_of_biology'}
2361	{'Branches_of_biology'}
2362	{'Branches_of_biology'}
2363	{'Branches_of_biology'}
2364	{'Branches_of_biology'}
2365	{'Branches_of_biology'}
2366	{'Branches_of_biology'}
2367	{'Branches_of_biology'}
2368	{'Branches_of_biology'}
2369	{'Branches_of_biology'}
2370	{'Branches_of_biology'}
2371	{'Branches_of_biology'}
2372	{'Branches_of_biology'}
2373	{'Branches_of_biology', 'Fields_of_mathematics'}
2374	{'Branches_of_biology'}
2375	{'Branches_of_biology'}
2376	{'Branches_of_biology'}
2377	{'Branches_of_biology'}
2378	{'Fields_of_mathematics'}
2379	{'Branches_of_biology'}
2380	{'Branches_of_biology'}
2381	{'Branches_of_biology'}
2382	{'Branches_of_biology'}
2383	{'Branches_of_biology'}
2384	{'Branches_of_biology'}
2385	{'Branches_of_biology'}
2386	{'Branches_of_biology'}
2387	{'Branches_of_biology'}
2388	{'Branches_of_biology'}
2389	{'Branches_of_biology'}
2390	{'Subfields_of_physics'}
2391	{'Branches_of_biology'}
2392	{'Branches_of_biology'}
2393	{'Branches_of_biology'}
2394	{'Branches_of_biology'}
2395	{'Branches_of_biology'}
2396	{'Branches_of_biology'}
2397	{'Branches_of_biology'}
2398	{'Branches_of_biology'}
2399	{'Branches_of_biology'}
2400	{'Branches_of_biology'}
2401	{'Branches_of_biology'}
2402	{'Branches_of_biology'}
2403	{'Branches_of_biology'}
2404	{'Branches_of_biology'}
2405	{'Branches_of_biology'}
2406	{'Branches_of_biology'}
2407	{'Branches_of_biology'}
2408	{'Branches_of_biology'}
2409	{'Branches_of_biology'}
2410	{'Branches_of_biology'}
2411	{'Branches_of_biology'}
2412	{'Branches_of_biology'}
2413	{'Fields_of_mathematics'}
2414	{'Branches_of_biology'}
2415	{'Branches_of_biology'}
2416	{'Branches_of_biology'}
2417	{'Branches_of_biology'}
2418	{'Branches_of_biology'}
2419	{'Branches_of_biology'}
2420	{'Branches_of_biology'}
2421	{'Branches_of_biology'}
2422	{'Branches_of_biology'}
2423	{'Branches_of_biology'}
2424	{'Branches_of_biology'}
2425	{'Branches_of_biology'}
2426	{'Branches_of_biology'}
2427	{'Branches_of_biology'}
2428	{'Branches_of_biology'}
2429	{'Branches_of_biology'}
2430	{'Branches_of_biology'}
2431	{'Branches_of_biology'}
2432	{'Branches_of_biology'}
2433	{'Branches_of_biology'}
2434	{'Branches_of_biology'}
2435	{'Branches_of_biology'}
2436	{'Branches_of_biology'}
2437	{'Branches_of_biology'}
2438	{'Branches_of_biology'}
2439	{'Branches_of_biology'}
2440	{'Branches_of_biology'}
2441	{'Branches_of_biology'}
2442	{'Branches_of_biology'}
2443	{'Branches_of_biology'}
2444	{'Branches_of_biology'}
2445	{'Branches_of_biology'}
2446	{'Branches_of_biology'}
2447	{'Branches_of_biology'}
2448	{'Branches_of_biology'}
2449	{'Branches_of_biology'}
2450	{'Branches_of_biology'}
2451	{'Branches_of_biology'}
2452	{'Branches_of_biology'}
2453	{'Branches_of_biology'}
2454	{'Branches_of_biology'}
2455	{'Branches_of_biology'}
2456	{'Branches_of_biology'}
2457	{'Branches_of_biology'}
2458	{'Branches_of_biology'}
2459	{'Branches_of_biology'}
2460	{'Branches_of_biology'}
2461	{'Areas_of_computer_science'}
2462	{'Branches_of_biology'}
2463	{'Branches_of_biology'}
2464	{'Branches_of_biology'}
2465	{'Branches_of_biology'}
2466	{'Branches_of_biology'}
2467	{'Branches_of_biology'}
2468	{'Branches_of_biology'}
2469	{'Branches_of_biology'}
2470	{'Branches_of_biology'}
2471	{'Branches_of_biology'}
2472	{'Branches_of_biology'}
2473	{'Branches_of_biology'}
2474	{'Branches_of_biology'}
2475	{'Branches_of_biology'}
2476	{'Branches_of_biology'}
2477	{'Subfields_of_physics'}
2478	{'Branches_of_biology'}
2479	{'Branches_of_biology'}
2480	{'Branches_of_biology'}
2481	{'Branches_of_biology'}
2482	{'Branches_of_biology'}
2483	{'Branches_of_biology'}
2484	{'Branches_of_biology'}
2485	{'Branches_of_biology'}
2486	{'Branches_of_biology'}
2487	{'Branches_of_biology'}
2488	{'Branches_of_biology'}
2489	{'Branches_of_biology'}
2490	{'Branches_of_biology'}
2491	{'Branches_of_biology'}
2492	{'Branches_of_biology'}
2493	{'Branches_of_biology'}
2494	{'Branches_of_biology'}
2495	{'Branches_of_biology'}
2496	{'Subfields_of_physics'}
2497	{'Branches_of_biology'}
2498	{'Branches_of_biology'}
2499	{'Branches_of_biology'}
2500	{'Branches_of_biology'}
2501	{'Branches_of_biology'}
2502	{'Branches_of_biology'}
2503	{'Branches_of_biology'}
2504	{'Branches_of_biology'}
2505	{'Branches_of_biology'}
2506	{'Branches_of_biology'}
2507	{'Branches_of_biology'}
2508	{'Fields_of_mathematics'}
2509	{'Branches_of_biology'}
2510	{'Branches_of_biology'}
2511	{'Branches_of_biology'}
2512	{'Branches_of_biology'}
2513	{'Branches_of_biology'}
2514	{'Branches_of_biology'}
2515	{'Branches_of_biology'}
2516	{'Branches_of_biology'}
2517	{'Branches_of_biology'}
2518	{'Branches_of_biology'}
2519	{'Areas_of_computer_science'}
2520	{'Branches_of_biology'}
2521	{'Branches_of_biology'}
2522	{'Branches_of_biology'}
2523	{'Branches_of_biology'}
2524	{'Branches_of_biology'}
2525	{'Branches_of_biology'}
2526	{'Branches_of_biology'}
2527	{'Branches_of_biology'}
2528	{'Branches_of_biology'}
2529	{'Branches_of_biology'}
2530	{'Branches_of_biology'}
2531	{'Branches_of_biology'}
2532	{'Branches_of_biology'}
2533	{'Branches_of_biology'}
2534	{'Branches_of_biology'}
2535	{'Branches_of_biology'}
2536	{'Branches_of_biology'}
2537	{'Branches_of_biology'}
2538	{'Branches_of_biology'}
2539	{'Branches_of_biology'}
2540	{'Branches_of_biology'}
2541	{'Branches_of_biology'}
2542	{'Branches_of_biology'}
2543	{'Branches_of_biology'}
2544	{'Branches_of_biology'}
2545	{'Branches_of_biology'}
2546	{'Branches_of_biology'}
2547	{'Branches_of_biology'}
2548	{'Branches_of_biology'}
2549	{'Branches_of_biology'}
2550	{'Branches_of_biology'}
2551	{'Branches_of_biology'}
2552	{'Branches_of_biology'}
2553	{'Branches_of_biology'}
2554	{'Branches_of_biology'}
2555	{'Branches_of_biology'}
2556	{'Branches_of_biology'}
2557	{'Branches_of_biology'}
2558	{'Branches_of_biology'}
2559	{'Branches_of_biology'}
2560	{'Branches_of_biology'}
2561	{'Branches_of_biology'}
2562	{'Subfields_of_physics'}
2563	{'Subfields_of_physics'}
2564	{'Subfields_of_physics'}
2565	{'Subfields_of_physics'}
2566	{'Subfields_of_physics'}
2567	{'Subfields_of_physics'}
2568	{'Subfields_of_physics'}
2569	{'Subfields_of_physics'}
2570	{'Subfields_of_physics'}
2571	{'Subfields_of_physics'}
2572	{'Subfields_of_physics'}
2573	{'Subfields_of_physics'}
2574	{'Subfields_of_physics'}
2575	{'Subfields_of_physics'}
2576	{'Subfields_of_physics'}
2577	{'Branches_of_biology'}
2578	{'Subfields_of_physics'}
2579	{'Subfields_of_physics'}
2580	{'Subfields_of_physics'}
2581	{'Subfields_of_physics'}
2582	{'Subfields_of_physics'}
2583	{'Subfields_of_physics'}
2584	{'Subfields_of_physics'}
2585	{'Subfields_of_physics'}
2586	{'Subfields_of_physics'}
2587	{'Subfields_of_physics'}
2588	{'Subfields_of_physics'}
2589	{'Subfields_of_physics'}
2590	{'Subfields_of_physics'}
2591	{'Subfields_of_physics'}
2592	{'Subfields_of_physics'}
2593	{'Subfields_of_physics'}
2594	{'Subfields_of_physics'}
2595	{'Subfields_of_physics'}
2596	{'Subfields_of_physics'}
2597	{'Subfields_of_physics'}
2598	{'Subfields_of_physics'}
2599	{'Subfields_of_physics'}
2600	{'Subfields_of_physics'}
2601	{'Subfields_of_physics'}
2602	{'Subfields_of_physics'}
2603	{'Subfields_of_physics'}
2604	{'Subfields_of_physics'}
2605	{'Subfields_of_physics'}
2606	{'Subfields_of_physics'}
2607	{'Subfields_of_physics'}
2608	{'Subfields_of_physics'}
2609	{'Subfields_of_physics'}
2610	{'Subfields_of_physics'}
2611	{'Subfields_of_physics'}
2612	{'Subfields_of_physics'}
2613	{'Subfields_of_physics'}
2614	{'Subfields_of_physics'}
2615	{'Subfields_of_physics'}
2616	{'Subfields_of_physics'}
2617	{'Subfields_of_physics'}
2618	{'Subfields_of_physics'}
2619	{'Subfields_of_physics'}
2620	{'Subfields_of_physics'}
2621	{'Subfields_of_physics'}
2622	{'Subfields_of_physics'}
2623	{'Subfields_of_physics'}
2624	{'Subfields_of_physics'}
2625	{'Subfields_of_physics'}
2626	{'Subfields_of_physics'}
2627	{'Subfields_of_physics'}
2628	{'Subfields_of_physics'}
2629	{'Subfields_of_physics'}
2630	{'Subfields_of_physics'}
2631	{'Subfields_of_physics'}
2632	{'Subfields_of_physics'}
2633	{'Subfields_of_physics'}
2634	{'Subfields_of_physics'}
2635	{'Subfields_of_physics'}
2636	{'Subfields_of_physics'}
2637	{'Subfields_of_physics'}
2638	{'Subfields_of_physics'}
2639	{'Subfields_of_physics'}
2640	{'Subfields_of_physics'}
2641	{'Subfields_of_physics'}
2642	{'Branches_of_biology'}
2643	{'Subfields_of_physics'}
2644	{'Subfields_of_physics'}
2645	{'Subfields_of_physics'}
2646	{'Subfields_of_physics'}
2647	{'Subfields_of_physics'}
2648	{'Subfields_of_physics'}
2649	{'Subfields_of_physics'}
2650	{'Subfields_of_physics'}
2651	{'Subfields_of_physics'}
2652	{'Subfields_of_physics'}
2653	{'Subfields_of_physics'}
2654	{'Subfields_of_physics'}
2655	{'Subfields_of_physics'}
2656	{'Subfields_of_physics'}
2657	{'Subfields_of_physics'}
2658	{'Subfields_of_physics'}
2659	{'Subfields_of_physics'}
2660	{'Subfields_of_physics'}
2661	{'Subfields_of_physics'}
2662	{'Subfields_of_physics'}
2663	{'Subfields_of_physics'}
2664	{'Subfields_of_physics'}
2665	{'Subfields_of_physics'}
2666	{'Subfields_of_physics'}
2667	{'Subfields_of_physics'}
2668	{'Branches_of_biology'}
2669	{'Branches_of_biology', 'Subfields_of_physics'}
2670	{'Subfields_of_physics'}
2671	{'Subfields_of_physics'}
2672	{'Subfields_of_physics'}
2673	{'Subfields_of_physics'}
2674	{'Subfields_of_physics'}
2675	{'Subfields_of_physics'}
2676	{'Subfields_of_physics'}
2677	{'Subfields_of_physics'}
2678	{'Fields_of_mathematics'}
2679	{'Fields_of_mathematics'}
2680	{'Fields_of_mathematics'}
2681	{'Fields_of_mathematics'}
2682	{'Fields_of_mathematics'}
2683	{'Fields_of_mathematics'}
2684	{'Fields_of_mathematics'}
2685	{'Fields_of_mathematics'}
2686	{'Fields_of_mathematics'}
2687	{'Fields_of_mathematics', 'Areas_of_computer_science'}
2688	{'Fields_of_mathematics'}
2689	{'Fields_of_mathematics'}
2690	{'Fields_of_mathematics'}
2691	{'Fields_of_mathematics'}
2692	{'Areas_of_computer_science'}
2693	{'Fields_of_mathematics'}
2694	{'Fields_of_mathematics'}
2695	{'Fields_of_mathematics'}
2696	{'Fields_of_mathematics'}
2697	{'Fields_of_mathematics'}
2698	{'Fields_of_mathematics'}
2699	{'Fields_of_mathematics'}
2700	{'Fields_of_mathematics'}
2701	{'Fields_of_mathematics'}
2702	{'Areas_of_computer_science'}
2703	{'Fields_of_mathematics'}
2704	{'Fields_of_mathematics'}
2705	{'Subfields_of_physics'}
2706	{'Fields_of_mathematics'}
2707	{'Fields_of_mathematics'}
2708	{'Fields_of_mathematics'}
2709	{'Fields_of_mathematics'}
2710	{'Fields_of_mathematics'}
2711	{'Fields_of_mathematics'}
2712	{'Fields_of_mathematics'}
2713	{'Fields_of_mathematics'}
2714	{'Fields_of_mathematics'}
2715	{'Fields_of_mathematics'}
2716	{'Fields_of_mathematics'}
2717	{'Fields_of_mathematics'}
2718	{'Areas_of_computer_science'}
2719	{'Fields_of_mathematics'}
2720	{'Areas_of_computer_science'}
2721	{'Areas_of_computer_science'}
2722	{'Fields_of_mathematics'}
2723	{'Areas_of_computer_science'}
2724	{'Areas_of_computer_science'}
2725	{'Fields_of_mathematics'}
2726	{'Fields_of_mathematics'}
2727	{'Areas_of_computer_science'}
2728	{'Fields_of_mathematics'}
2729	{'Fields_of_mathematics'}
2730	{'Areas_of_computer_science'}
2731	{'Subfields_of_physics'}
2732	{'Branches_of_biology'}
2733	{'Branches_of_biology'}
2734	{'Branches_of_biology'}
2735	{'Branches_of_biology'}
2736	{'Branches_of_biology'}
2737	{'Branches_of_biology'}
2738	{'Branches_of_biology'}
2739	{'Branches_of_biology'}
2740	{'Branches_of_biology'}
2741	{'Branches_of_biology'}
2742	{'Branches_of_biology'}
2743	{'Branches_of_biology'}
2744	{'Branches_of_biology'}
2745	{'Branches_of_biology'}
2746	{'Branches_of_biology'}
2747	{'Fields_of_mathematics'}
2748	{'Subfields_of_physics'}
2749	{'Branches_of_biology', 'Subfields_of_physics'}
2750	{'Subfields_of_physics'}
2751	{'Subfields_of_physics'}
2752	{'Fields_of_mathematics'}
2753	{'Fields_of_mathematics'}
2754	{'Fields_of_mathematics'}
2755	{'Fields_of_mathematics'}
2756	{'Fields_of_mathematics'}
2757	{'Subfields_of_physics'}
2758	{'Fields_of_mathematics'}
2759	{'Fields_of_mathematics'}
2760	{'Fields_of_mathematics'}
2761	{'Fields_of_mathematics'}
2762	{'Fields_of_mathematics'}
2763	{'Fields_of_mathematics'}
2764	{'Fields_of_mathematics'}
2765	{'Fields_of_mathematics'}
2766	{'Fields_of_mathematics'}
2767	{'Fields_of_mathematics'}
2768	{'Fields_of_mathematics'}
2769	{'Fields_of_mathematics'}
2770	{'Fields_of_mathematics'}
2771	{'Subfields_of_physics'}
2772	{'Fields_of_mathematics'}
2773	{'Fields_of_mathematics'}
2774	{'Fields_of_mathematics'}
2775	{'Fields_of_mathematics'}
2776	{'Fields_of_mathematics'}
2777	{'Fields_of_mathematics'}
2778	{'Fields_of_mathematics'}
2779	{'Fields_of_mathematics'}
2780	{'Fields_of_mathematics'}
2781	{'Fields_of_mathematics'}
2782	{'Areas_of_computer_science'}
2783	{'Fields_of_mathematics'}
2784	{'Fields_of_mathematics'}
2785	{'Fields_of_mathematics'}
2786	{'Fields_of_mathematics'}
2787	{'Fields_of_mathematics'}
2788	{'Fields_of_mathematics'}
2789	{'Fields_of_mathematics'}
2790	{'Fields_of_mathematics'}
2791	{'Fields_of_mathematics'}
2792	{'Fields_of_mathematics'}
2793	{'Fields_of_mathematics'}
2794	{'Fields_of_mathematics'}
2795	{'Fields_of_mathematics'}
2796	{'Fields_of_mathematics'}
2797	{'Fields_of_mathematics'}
2798	{'Fields_of_mathematics'}
2799	{'Fields_of_mathematics'}
2800	{'Fields_of_mathematics'}
2801	{'Fields_of_mathematics'}
2802	{'Fields_of_mathematics'}
2803	{'Fields_of_mathematics'}
2804	{'Fields_of_mathematics'}
2805	{'Fields_of_mathematics'}
2806	{'Fields_of_mathematics'}
2807	{'Fields_of_mathematics'}
2808	{'Fields_of_mathematics'}
2809	{'Fields_of_mathematics'}
2810	{'Fields_of_mathematics'}
2811	{'Fields_of_mathematics'}
2812	{'Fields_of_mathematics'}
2813	{'Fields_of_mathematics'}
2814	{'Fields_of_mathematics'}
2815	{'Fields_of_mathematics'}
2816	{'Fields_of_mathematics'}
2817	{'Branches_of_biology'}
2818	{'Fields_of_mathematics'}
2819	{'Fields_of_mathematics'}
2820	{'Fields_of_mathematics'}
2821	{'Fields_of_mathematics'}
2822	{'Fields_of_mathematics'}
2823	{'Fields_of_mathematics'}
2824	{'Fields_of_mathematics'}
2825	{'Fields_of_mathematics'}
2826	{'Fields_of_mathematics'}
2827	{'Fields_of_mathematics'}
2828	{'Fields_of_mathematics'}
2829	{'Fields_of_mathematics'}
2830	{'Subfields_of_physics'}
2831	{'Fields_of_mathematics'}
2832	{'Fields_of_mathematics'}
2833	{'Fields_of_mathematics'}
2834	{'Fields_of_mathematics'}
2835	{'Fields_of_mathematics'}
2836	{'Fields_of_mathematics'}
2837	{'Fields_of_mathematics'}
2838	{'Fields_of_mathematics'}
2839	{'Fields_of_mathematics'}
2840	{'Fields_of_mathematics'}
2841	{'Fields_of_mathematics'}
2842	{'Fields_of_mathematics'}
2843	{'Fields_of_mathematics'}
2844	{'Fields_of_mathematics'}
2845	{'Fields_of_mathematics'}
2846	{'Fields_of_mathematics'}
2847	{'Fields_of_mathematics'}
2848	{'Fields_of_mathematics'}
2849	{'Areas_of_computer_science'}
2850	{'Fields_of_mathematics'}
2851	{'Fields_of_mathematics'}
2852	{'Fields_of_mathematics'}
2853	{'Fields_of_mathematics'}
2854	{'Fields_of_mathematics'}
2855	{'Fields_of_mathematics'}
2856	{'Fields_of_mathematics'}
2857	{'Fields_of_mathematics'}
2858	{'Fields_of_mathematics'}
2859	{'Fields_of_mathematics'}
2860	{'Fields_of_mathematics'}
2861	{'Fields_of_mathematics'}
2862	{'Fields_of_mathematics'}
2863	{'Fields_of_mathematics'}
2864	{'Fields_of_mathematics'}
2865	{'Fields_of_mathematics'}
2866	{'Fields_of_mathematics'}
