ID,Micro_Comm
6765,Artificial_Intelligence/Robotics
6766,Data_Structures__Algorithms_and_Theory/Logic
6767,Human_Computer_Interaction/Interface_Design
6768,Networking/Internet
6769,Human_Computer_Interaction/Multimedia
6770,Human_Computer_Interaction/Multimedia
6771,Artificial_Intelligence/Planning
6772,Operating_Systems/Fault_Tolerance
6773,Programming/Software_Development
6774,Artificial_Intelligence/Agents
6775,Programming/Debugging
6776,Artificial_Intelligence/Agents
6777,Encryption_and_Compression/Encryption
6778,Encryption_and_Compression/Encryption
6779,Artificial_Intelligence/NLP
6780,Artificial_Intelligence/NLP
6781,Operating_Systems/Memory_Management
6782,Information_Retrieval/Retrieval
6783,Databases/Object_Oriented
6784,Operating_Systems/Memory_Management
6785,Artificial_Intelligence/Vision_and_Pattern_Recognition
6786,Artificial_Intelligence/Vision_and_Pattern_Recognition
6787,Programming/Object_Oriented
6788,Operating_Systems/Memory_Management
6789,Operating_Systems/Memory_Management
6790,Databases/Query_Evaluation
6791,Operating_Systems/Fault_Tolerance
6792,Encryption_and_Compression/Security
6793,Programming/Compiler_Design
6794,Artificial_Intelligence/Knowledge_Representation
6795,Artificial_Intelligence/NLP
6796,Human_Computer_Interaction/Graphics_and_Virtual_Reality
6797,Networking/Wireless
6798,Networking/Wireless
6799,Programming/Debugging
6800,Programming/Compiler_Design
6801,Data_Structures__Algorithms_and_Theory/Computational_Complexity
6802,Hardware_and_Architecture/Logic_Design
6803,Artificial_Intelligence/Machine_Learning
6804,Artificial_Intelligence/Knowledge_Representation
6805,Artificial_Intelligence/Data_Mining
6806,Human_Computer_Interaction/Multimedia
6807,Human_Computer_Interaction/Multimedia
6808,Programming/Debugging
6809,Artificial_Intelligence/Planning
6810,Data_Structures__Algorithms_and_Theory/Computational_Complexity
6811,Artificial_Intelligence/Planning
6812,Artificial_Intelligence/Planning
6813,Encryption_and_Compression/Compression
6814,Artificial_Intelligence/Robotics
6815,Artificial_Intelligence/Knowledge_Representation
6816,Artificial_Intelligence/Machine_Learning
6817,Artificial_Intelligence/Machine_Learning
6818,Networking/Routing
6819,Programming/Software_Development
6820,Programming/Compiler_Design
6821,Human_Computer_Interaction/Multimedia
6822,Programming/Logic
6823,Data_Structures__Algorithms_and_Theory/Hashing
6824,Programming/Software_Development
6825,Operating_Systems/Distributed
6826,Operating_Systems/Memory_Management
6827,Programming/Compiler_Design
6828,Artificial_Intelligence/Machine_Learning
6829,Encryption_and_Compression/Encryption
6830,Artificial_Intelligence/Robotics
6831,Databases/Performance
6832,Databases/Concurrency
6833,Artificial_Intelligence/Games_and_Search
6834,Artificial_Intelligence/Games_and_Search
6835,Networking/Wireless
6836,Programming/Java
6837,Artificial_Intelligence/Planning
6838,Artificial_Intelligence/Machine_Learning
6839,Artificial_Intelligence/Machine_Learning
6840,Artificial_Intelligence/NLP
6841,Artificial_Intelligence/NLP
6842,Programming/Garbage_Collection
6843,Programming/Garbage_Collection
6844,Databases/Relational
6845,Information_Retrieval/Extraction
6846,Artificial_Intelligence/Machine_Learning
6847,Encryption_and_Compression/Compression
6848,Encryption_and_Compression/Compression
6849,Programming/Object_Oriented
6850,Artificial_Intelligence/Expert_Systems
6851,Artificial_Intelligence/Knowledge_Representation
6852,Data_Structures__Algorithms_and_Theory/Formal_Languages
6853,Databases/Concurrency
6854,Databases/Concurrency
6855,Artificial_Intelligence/Machine_Learning
6856,Human_Computer_Interaction/Graphics_and_Virtual_Reality
6857,Networking/Routing
6858,Programming/Compiler_Design
6859,Programming/Compiler_Design
6860,Hardware_and_Architecture/VLSI
6861,Data_Structures__Algorithms_and_Theory/Logic
6862,Artificial_Intelligence/Vision_and_Pattern_Recognition
6863,Artificial_Intelligence/Vision_and_Pattern_Recognition
6864,Operating_Systems/Memory_Management
6865,Artificial_Intelligence/Machine_Learning
6866,Artificial_Intelligence/Agents
6867,Programming/Software_Development
6868,Programming/Software_Development
6869,Human_Computer_Interaction/Multimedia
6870,Operating_Systems/Realtime
6871,Programming/Java
6872,Artificial_Intelligence/Vision_and_Pattern_Recognition
6873,Artificial_Intelligence/Vision_and_Pattern_Recognition
6874,Networking/Internet
6875,Operating_Systems/Memory_Management
6876,Artificial_Intelligence/Agents
6877,Artificial_Intelligence/Machine_Learning
6878,Hardware_and_Architecture/Logic_Design
6879,Programming/Debugging
6880,Programming/Debugging
6881,Networking/Routing
6882,Artificial_Intelligence/NLP
6883,Artificial_Intelligence/NLP
6884,Artificial_Intelligence/Machine_Learning
6885,Artificial_Intelligence/Machine_Learning
6886,Programming/Debugging
6887,Programming/Object_Oriented
6888,Programming/Debugging
6889,Artificial_Intelligence/Theorem_Proving
6890,Operating_Systems/Memory_Management
6891,Artificial_Intelligence/Theorem_Proving
6892,Operating_Systems/Fault_Tolerance
6893,Programming/Object_Oriented
6894,Programming/Object_Oriented
6895,Operating_Systems/Distributed
6896,Operating_Systems/Distributed
6897,Artificial_Intelligence/Machine_Learning
6898,Programming/Java
6899,Programming/Java
6900,Operating_Systems/Memory_Management
6901,Artificial_Intelligence/Machine_Learning
6902,Networking/Routing
6903,Artificial_Intelligence/Robotics
6904,Artificial_Intelligence/Machine_Learning
6905,Human_Computer_Interaction/Multimedia
6906,Hardware_and_Architecture/Input_Output_and_Storage
6907,Data_Structures__Algorithms_and_Theory/Randomized
6908,Operating_Systems/Distributed
6909,Artificial_Intelligence/NLP
6910,Artificial_Intelligence/NLP
6911,Operating_Systems/Memory_Management
6912,Operating_Systems/Distributed
6913,Operating_Systems/Distributed
6914,Programming/Debugging
6915,Programming/Debugging
6916,Hardware_and_Architecture/Logic_Design
6917,Hardware_and_Architecture/Logic_Design
6918,Operating_Systems/Memory_Management
6919,Artificial_Intelligence/Planning
6920,Artificial_Intelligence/Vision_and_Pattern_Recognition
6921,Artificial_Intelligence/Vision_and_Pattern_Recognition
6922,Programming/Garbage_Collection
6923,Operating_Systems/Memory_Management
6924,Programming/Object_Oriented
6925,Programming/Compiler_Design
6926,Artificial_Intelligence/Machine_Learning
6927,Artificial_Intelligence/Data_Mining
6928,Encryption_and_Compression/Encryption
6929,Operating_Systems/Memory_Management
6930,Operating_Systems/Memory_Management
6931,Programming/Debugging
6932,Databases/Temporal
6933,Data_Structures__Algorithms_and_Theory/Logic
6934,Artificial_Intelligence/Speech
6935,Artificial_Intelligence/Speech
6936,Operating_Systems/Memory_Management
6937,Artificial_Intelligence/Agents
6938,Networking/Protocols
6939,Human_Computer_Interaction/Cooperative
6940,Artificial_Intelligence/Machine_Learning
6941,Networking/Protocols
6942,Networking/Routing
6943,Artificial_Intelligence/Agents
6944,Information_Retrieval/Digital_Library
6945,Artificial_Intelligence/Machine_Learning
6946,Artificial_Intelligence/Machine_Learning
6947,Artificial_Intelligence/Machine_Learning
6948,Artificial_Intelligence/Machine_Learning
6949,Networking/Routing
6950,Artificial_Intelligence/Agents
6951,Data_Structures__Algorithms_and_Theory/Randomized
6952,Programming/Java
6953,Programming/Java
6954,Artificial_Intelligence/Robotics
6955,Artificial_Intelligence/Speech
6956,Artificial_Intelligence/Speech
6957,Programming/Java
6958,Networking/Internet
6959,Hardware_and_Architecture/VLSI
6960,Operating_Systems/Memory_Management
6961,Data_Structures__Algorithms_and_Theory/Parallel
6962,Networking/Routing
6963,Artificial_Intelligence/Machine_Learning
6964,Human_Computer_Interaction/Graphics_and_Virtual_Reality
6965,Data_Structures__Algorithms_and_Theory/Computational_Geometry
6966,Data_Structures__Algorithms_and_Theory/Computational_Geometry
6967,Databases/Object_Oriented
6968,Databases/Deductive
6969,Artificial_Intelligence/Knowledge_Representation
6970,Artificial_Intelligence/Vision_and_Pattern_Recognition
6971,Artificial_Intelligence/Machine_Learning
6972,Artificial_Intelligence/Machine_Learning
6973,Networking/Protocols
6974,Encryption_and_Compression/Encryption
6975,Operating_Systems/Memory_Management
6976,Databases/Deductive
6977,Data_Structures__Algorithms_and_Theory/Logic
6978,Programming/Logic
6979,Artificial_Intelligence/Planning
6980,Programming/Compiler_Design
6981,Data_Structures__Algorithms_and_Theory/Parallel
6982,Hardware_and_Architecture/High_Performance_Computing
6983,Operating_Systems/Distributed
6984,Programming/Compiler_Design
6985,Artificial_Intelligence/NLP
6986,Artificial_Intelligence/NLP
6987,Artificial_Intelligence/Agents
6988,Networking/Internet
6989,Artificial_Intelligence/Machine_Learning
6990,Artificial_Intelligence/Machine_Learning
6991,Information_Retrieval/Filtering
6992,Artificial_Intelligence/Agents
6993,Operating_Systems/Memory_Management
6994,Programming/Object_Oriented
6995,Programming/Functional
6996,Operating_Systems/Memory_Management
6997,Operating_Systems/Realtime
6998,Human_Computer_Interaction/Graphics_and_Virtual_Reality
6999,Programming/Software_Development
7000,Artificial_Intelligence/Machine_Learning
7001,Artificial_Intelligence/Machine_Learning
7002,Data_Structures__Algorithms_and_Theory/Sorting
7003,Information_Retrieval/Extraction
7004,Operating_Systems/Distributed
7005,Operating_Systems/Distributed
7006,Artificial_Intelligence/Knowledge_Representation
7007,Artificial_Intelligence/Games_and_Search
7008,Artificial_Intelligence/Knowledge_Representation
7009,Artificial_Intelligence/Planning
7010,Artificial_Intelligence/Vision_and_Pattern_Recognition
7011,Artificial_Intelligence/Robotics
7012,Artificial_Intelligence/Robotics
7013,Artificial_Intelligence/Games_and_Search
7014,Information_Retrieval/Filtering
7015,Operating_Systems/Memory_Management
7016,Data_Structures__Algorithms_and_Theory/Computational_Geometry
7017,Human_Computer_Interaction/Graphics_and_Virtual_Reality
7018,Hardware_and_Architecture/Logic_Design
7019,Programming/Debugging
7020,Artificial_Intelligence/Planning
7021,Artificial_Intelligence/Machine_Learning
7022,Human_Computer_Interaction/Graphics_and_Virtual_Reality
7023,Artificial_Intelligence/Speech
7024,Networking/Internet
7025,Databases/Relational
7026,Artificial_Intelligence/Data_Mining
7027,Artificial_Intelligence/Robotics
7028,Operating_Systems/Memory_Management
7029,Artificial_Intelligence/Machine_Learning
7030,Networking/Protocols
7031,Operating_Systems/Fault_Tolerance
7032,Programming/Functional
7033,Programming/Functional
7034,Artificial_Intelligence/NLP
7035,Hardware_and_Architecture/VLSI
7036,Artificial_Intelligence/Agents
7037,Databases/Query_Evaluation
7038,Artificial_Intelligence/NLP
7039,Programming/Functional
7040,Artificial_Intelligence/Machine_Learning
7041,Human_Computer_Interaction/Wearable_Computers
7042,Artificial_Intelligence/Machine_Learning
7043,Artificial_Intelligence/Machine_Learning
7044,Artificial_Intelligence/Vision_and_Pattern_Recognition
7045,Encryption_and_Compression/Compression
7046,Databases/Query_Evaluation
7047,Databases/Query_Evaluation
7048,Artificial_Intelligence/Machine_Learning
7049,Encryption_and_Compression/Security
7050,Encryption_and_Compression/Compression
7051,Human_Computer_Interaction/Multimedia
7052,Databases/Query_Evaluation
7053,Artificial_Intelligence/Machine_Learning
7054,Human_Computer_Interaction/Graphics_and_Virtual_Reality
7055,Data_Structures__Algorithms_and_Theory/Formal_Languages
7056,Programming/Logic
7057,Databases/Performance
7058,Information_Retrieval/Extraction
7059,Artificial_Intelligence/NLP
7060,Artificial_Intelligence/Data_Mining
7061,Networking/Protocols
7062,Artificial_Intelligence/Machine_Learning
7063,Operating_Systems/Memory_Management
7064,Artificial_Intelligence/Speech
7065,Artificial_Intelligence/NLP
7066,Hardware_and_Architecture/Logic_Design
7067,Hardware_and_Architecture/Logic_Design
7068,Artificial_Intelligence/Planning
7069,Artificial_Intelligence/Planning
7070,Encryption_and_Compression/Encryption
7071,Programming/Compiler_Design
7072,Operating_Systems/Memory_Management
7073,Hardware_and_Architecture/Logic_Design
7074,Hardware_and_Architecture/Logic_Design
7075,Operating_Systems/Memory_Management
7076,Hardware_and_Architecture/Logic_Design
7077,Human_Computer_Interaction/Interface_Design
7078,Artificial_Intelligence/Agents
7079,Networking/Routing
7080,Human_Computer_Interaction/Multimedia
7081,Operating_Systems/Memory_Management
7082,Human_Computer_Interaction/Graphics_and_Virtual_Reality
7083,Human_Computer_Interaction/Graphics_and_Virtual_Reality
7084,Databases/Object_Oriented
7085,Artificial_Intelligence/Data_Mining
7086,Networking/Protocols
7087,Artificial_Intelligence/Machine_Learning
7088,Artificial_Intelligence/Vision_and_Pattern_Recognition
7089,Artificial_Intelligence/Vision_and_Pattern_Recognition
7090,Artificial_Intelligence/Robotics
7091,Artificial_Intelligence/Knowledge_Representation
7092,Artificial_Intelligence/NLP
7093,Artificial_Intelligence/Machine_Learning
7094,Artificial_Intelligence/Machine_Learning
7095,Databases/Deductive
7096,Programming/Logic
7097,Artificial_Intelligence/NLP
7098,Artificial_Intelligence/Speech
7099,Programming/Garbage_Collection
7100,Encryption_and_Compression/Security
7101,Encryption_and_Compression/Security
7102,Artificial_Intelligence/Machine_Learning
7103,Artificial_Intelligence/Machine_Learning
7104,Operating_Systems/Realtime
7105,Hardware_and_Architecture/VLSI
7106,Artificial_Intelligence/Robotics
7107,Artificial_Intelligence/Knowledge_Representation
7108,Artificial_Intelligence/Planning
7109,Artificial_Intelligence/Planning
7110,Programming/Compiler_Design
7111,Programming/Semantics
7112,Operating_Systems/Memory_Management
7113,Artificial_Intelligence/Planning
7114,Artificial_Intelligence/Planning
7115,Programming/Compiler_Design
7116,Operating_Systems/Memory_Management
7117,Artificial_Intelligence/Machine_Learning
7118,Artificial_Intelligence/Vision_and_Pattern_Recognition
7119,Human_Computer_Interaction/Wearable_Computers
7120,Programming/Compiler_Design
7121,Data_Structures__Algorithms_and_Theory/Computational_Complexity
7122,Human_Computer_Interaction/Multimedia
7123,Programming/Compiler_Design
7124,Artificial_Intelligence/Data_Mining
7125,Data_Structures__Algorithms_and_Theory/Computational_Complexity
7126,Operating_Systems/Distributed
7127,Information_Retrieval/Digital_Library
7128,Programming/Object_Oriented
7129,Data_Structures__Algorithms_and_Theory/Computational_Complexity
7130,Data_Structures__Algorithms_and_Theory/Computational_Complexity
7131,Artificial_Intelligence/NLP
7132,Artificial_Intelligence/NLP
7133,Databases/Object_Oriented
7134,Databases/Deductive
7135,Encryption_and_Compression/Encryption
7136,Hardware_and_Architecture/Logic_Design
7137,Hardware_and_Architecture/Logic_Design
7138,Human_Computer_Interaction/Graphics_and_Virtual_Reality
7139,Artificial_Intelligence/Vision_and_Pattern_Recognition
7140,Artificial_Intelligence/Machine_Learning
7141,Artificial_Intelligence/Agents
7142,Artificial_Intelligence/Agents
7143,Human_Computer_Interaction/Multimedia
7144,Operating_Systems/Memory_Management
7145,Artificial_Intelligence/NLP
7146,Hardware_and_Architecture/Logic_Design
7147,Hardware_and_Architecture/Logic_Design
7148,Artificial_Intelligence/Vision_and_Pattern_Recognition
7149,Artificial_Intelligence/Expert_Systems
7150,Hardware_and_Architecture/Logic_Design
7151,Operating_Systems/Realtime
7152,Networking/Protocols
7153,Operating_Systems/Memory_Management
7154,Artificial_Intelligence/Machine_Learning
7155,Artificial_Intelligence/Machine_Learning
7156,Artificial_Intelligence/Machine_Learning
7157,Databases/Relational
7158,Artificial_Intelligence/NLP
7159,Operating_Systems/Realtime
7160,Artificial_Intelligence/Data_Mining
7161,Artificial_Intelligence/Machine_Learning
7162,Artificial_Intelligence/Robotics
7163,Programming/Software_Development
7164,Information_Retrieval/Retrieval
7165,Encryption_and_Compression/Encryption
7166,Human_Computer_Interaction/Interface_Design
7167,Human_Computer_Interaction/Interface_Design
7168,Networking/Protocols
7169,Networking/Protocols
7170,Artificial_Intelligence/Theorem_Proving
7171,Artificial_Intelligence/Theorem_Proving
7172,Artificial_Intelligence/NLP
7173,Artificial_Intelligence/NLP
7174,Human_Computer_Interaction/Graphics_and_Virtual_Reality
7175,Human_Computer_Interaction/Multimedia
7176,Artificial_Intelligence/Vision_and_Pattern_Recognition
7177,Artificial_Intelligence/Vision_and_Pattern_Recognition
7178,Networking/Protocols
7179,Networking/Protocols
7180,Databases/Deductive
7181,Operating_Systems/Memory_Management
7182,Human_Computer_Interaction/Wearable_Computers
7183,Artificial_Intelligence/Vision_and_Pattern_Recognition
7184,Encryption_and_Compression/Encryption
7185,Databases/Performance
7186,Information_Retrieval/Retrieval
7187,Programming/Semantics
7188,Operating_Systems/Realtime
7189,Programming/Object_Oriented
7190,Programming/Software_Development
7191,Artificial_Intelligence/Planning
7192,Programming/Compiler_Design
7193,Artificial_Intelligence/Agents
7194,Artificial_Intelligence/Machine_Learning
7195,Artificial_Intelligence/Machine_Learning
7196,Artificial_Intelligence/Robotics
7197,Encryption_and_Compression/Security
7198,Programming/Logic
7199,Artificial_Intelligence/Robotics
7200,Data_Structures__Algorithms_and_Theory/Formal_Languages
7201,Encryption_and_Compression/Security
7202,Encryption_and_Compression/Encryption
7203,Networking/Protocols
7204,Programming/Debugging
7205,Data_Structures__Algorithms_and_Theory/Parallel
7206,Encryption_and_Compression/Encryption
7207,Encryption_and_Compression/Encryption
7208,Artificial_Intelligence/Speech
7209,Artificial_Intelligence/Speech
7210,Networking/Protocols
7211,Human_Computer_Interaction/Cooperative
7212,Operating_Systems/Memory_Management
7213,Artificial_Intelligence/Agents
7214,Artificial_Intelligence/Machine_Learning
7215,Artificial_Intelligence/Vision_and_Pattern_Recognition
7216,Artificial_Intelligence/Vision_and_Pattern_Recognition
7217,Data_Structures__Algorithms_and_Theory/Sorting
7218,Encryption_and_Compression/Encryption
7219,Artificial_Intelligence/Machine_Learning
7220,Databases/Query_Evaluation
7221,Human_Computer_Interaction/Multimedia
7222,Artificial_Intelligence/Machine_Learning
7223,Operating_Systems/Distributed
7224,Artificial_Intelligence/Machine_Learning
7225,Operating_Systems/Distributed
7226,Artificial_Intelligence/Robotics
7227,Artificial_Intelligence/Speech
7228,Artificial_Intelligence/Vision_and_Pattern_Recognition
7229,Programming/Semantics
7230,Artificial_Intelligence/Data_Mining
7231,Artificial_Intelligence/Vision_and_Pattern_Recognition
7232,Operating_Systems/Realtime
7233,Operating_Systems/Realtime
7234,Artificial_Intelligence/Machine_Learning
7235,Artificial_Intelligence/Machine_Learning
7236,Artificial_Intelligence/Knowledge_Representation
7237,Data_Structures__Algorithms_and_Theory/Logic
7238,Programming/Software_Development
7239,Encryption_and_Compression/Security
7240,Databases/Object_Oriented
7241,Artificial_Intelligence/Vision_and_Pattern_Recognition
7242,Programming/Logic
7243,Programming/Logic
7244,Artificial_Intelligence/Machine_Learning
7245,Artificial_Intelligence/Machine_Learning
7246,Artificial_Intelligence/Planning
7247,Data_Structures__Algorithms_and_Theory/Parallel
7248,Data_Structures__Algorithms_and_Theory/Parallel
7249,Programming/Debugging
7250,Artificial_Intelligence/Robotics
7251,Artificial_Intelligence/Data_Mining
7252,Programming/Compiler_Design
7253,Data_Structures__Algorithms_and_Theory/Parallel
7254,Artificial_Intelligence/Machine_Learning
7255,Operating_Systems/Memory_Management
7256,Programming/Debugging
7257,Artificial_Intelligence/Robotics
7258,Operating_Systems/Realtime
7259,Artificial_Intelligence/Speech
7260,Data_Structures__Algorithms_and_Theory/Computational_Complexity
7261,Human_Computer_Interaction/Graphics_and_Virtual_Reality
7262,Artificial_Intelligence/Machine_Learning
7263,Programming/Debugging
7264,Programming/Semantics
7265,Operating_Systems/Memory_Management
7266,Artificial_Intelligence/Planning
7267,Artificial_Intelligence/Planning
7268,Artificial_Intelligence/Agents
7269,Artificial_Intelligence/Machine_Learning
7270,Artificial_Intelligence/Data_Mining
7271,Networking/Wireless
7272,Artificial_Intelligence/Robotics
7273,Artificial_Intelligence/Robotics
7274,Programming/Logic
7275,Programming/Logic
7276,Artificial_Intelligence/Robotics
7277,Artificial_Intelligence/Planning
7278,Operating_Systems/Realtime
7279,Programming/Garbage_Collection
7280,Artificial_Intelligence/Speech
7281,Artificial_Intelligence/Planning
7282,Artificial_Intelligence/Games_and_Search
7283,Artificial_Intelligence/Planning
7284,Artificial_Intelligence/Vision_and_Pattern_Recognition
7285,Databases/Object_Oriented
7286,Databases/Object_Oriented
7287,Human_Computer_Interaction/Graphics_and_Virtual_Reality
7288,Data_Structures__Algorithms_and_Theory/Computational_Complexity
7289,Data_Structures__Algorithms_and_Theory/Computational_Complexity
7290,Artificial_Intelligence/NLP
7291,Encryption_and_Compression/Encryption
7292,Operating_Systems/Memory_Management
7293,Data_Structures__Algorithms_and_Theory/Quantum_Computing
7294,Data_Structures__Algorithms_and_Theory/Quantum_Computing
7295,Operating_Systems/Realtime
7296,Operating_Systems/Distributed
7297,Artificial_Intelligence/Expert_Systems
7298,Artificial_Intelligence/Knowledge_Representation
7299,Databases/Performance
7300,Artificial_Intelligence/Machine_Learning
7301,Artificial_Intelligence/Agents
7302,Artificial_Intelligence/Agents
7303,Databases/Relational
7304,Encryption_and_Compression/Encryption
7305,Encryption_and_Compression/Encryption
7306,Human_Computer_Interaction/Graphics_and_Virtual_Reality
7307,Operating_Systems/Memory_Management
7308,Programming/Compiler_Design
7309,Operating_Systems/Memory_Management
7310,Programming/Logic
7311,Hardware_and_Architecture/High_Performance_Computing
7312,Artificial_Intelligence/Games_and_Search
7313,Data_Structures__Algorithms_and_Theory/Formal_Languages
7314,Data_Structures__Algorithms_and_Theory/Computational_Complexity
7315,Human_Computer_Interaction/Multimedia
7316,Artificial_Intelligence/Machine_Learning
7317,Artificial_Intelligence/Machine_Learning
7318,Artificial_Intelligence/Machine_Learning
7319,Artificial_Intelligence/Games_and_Search
7320,Data_Structures__Algorithms_and_Theory/Randomized
7321,Programming/Logic
7322,Artificial_Intelligence/Machine_Learning
7323,Artificial_Intelligence/Machine_Learning
7324,Artificial_Intelligence/Machine_Learning
7325,Artificial_Intelligence/Machine_Learning
7326,Artificial_Intelligence/Machine_Learning
7327,Networking/Routing
7328,Human_Computer_Interaction/Multimedia
7329,Operating_Systems/Realtime
7330,Programming/Java
7331,Human_Computer_Interaction/Interface_Design
7332,Operating_Systems/Distributed
7333,Artificial_Intelligence/NLP
7334,Artificial_Intelligence/NLP
7335,Hardware_and_Architecture/Logic_Design
7336,Hardware_and_Architecture/Logic_Design
7337,Artificial_Intelligence/Robotics
7338,Artificial_Intelligence/Robotics
7339,Encryption_and_Compression/Security
7340,Networking/Protocols
7341,Information_Retrieval/Retrieval
7342,Artificial_Intelligence/Agents
7343,Artificial_Intelligence/Theorem_Proving
7344,Artificial_Intelligence/NLP
7345,Networking/Protocols
7346,Databases/Temporal
7347,Databases/Temporal
7348,Programming/Semantics
7349,Programming/Functional
7350,Networking/Internet
7351,Networking/Internet
7352,Programming/Compiler_Design
7353,Operating_Systems/Realtime
7354,Operating_Systems/Distributed
7355,Artificial_Intelligence/Games_and_Search
7356,Programming/Debugging
7357,Operating_Systems/Realtime
7358,Artificial_Intelligence/Machine_Learning
7359,Artificial_Intelligence/Machine_Learning
7360,Programming/Compiler_Design
7361,Artificial_Intelligence/Vision_and_Pattern_Recognition
7362,Programming/Debugging
7363,Human_Computer_Interaction/Graphics_and_Virtual_Reality
7364,Programming/Object_Oriented
7365,Artificial_Intelligence/Machine_Learning
7366,Artificial_Intelligence/Machine_Learning
7367,Artificial_Intelligence/Robotics
7368,Hardware_and_Architecture/Logic_Design
7369,Hardware_and_Architecture/High_Performance_Computing
7370,Networking/Internet
7371,Networking/Protocols
7372,Operating_Systems/Memory_Management
7373,Artificial_Intelligence/Games_and_Search
7374,Artificial_Intelligence/Machine_Learning
7375,Human_Computer_Interaction/Graphics_and_Virtual_Reality
7376,Human_Computer_Interaction/Graphics_and_Virtual_Reality
7377,Programming/Garbage_Collection
7378,Programming/Compiler_Design
7379,Artificial_Intelligence/NLP
7380,Artificial_Intelligence/Data_Mining
7381,Artificial_Intelligence/Data_Mining
7382,Human_Computer_Interaction/Graphics_and_Virtual_Reality
7383,Artificial_Intelligence/Agents
7384,Artificial_Intelligence/Machine_Learning
7385,Artificial_Intelligence/Machine_Learning
7386,Databases/Concurrency
7387,Databases/Concurrency
7388,Programming/Debugging
7389,Data_Structures__Algorithms_and_Theory/Logic
7390,Operating_Systems/Memory_Management
7391,Operating_Systems/Memory_Management
7392,Artificial_Intelligence/Agents
7393,Artificial_Intelligence/Agents
7394,Data_Structures__Algorithms_and_Theory/Hashing
7395,Hardware_and_Architecture/VLSI
7396,Artificial_Intelligence/Speech
7397,Artificial_Intelligence/Machine_Learning
7398,Artificial_Intelligence/Robotics
7399,Artificial_Intelligence/Machine_Learning
7400,Programming/Semantics
7401,Artificial_Intelligence/Machine_Learning
7402,Artificial_Intelligence/Machine_Learning
7403,Operating_Systems/Memory_Management
7404,Artificial_Intelligence/Machine_Learning
7405,Human_Computer_Interaction/Graphics_and_Virtual_Reality
7406,Human_Computer_Interaction/Graphics_and_Virtual_Reality
7407,Networking/Routing
7408,Artificial_Intelligence/Robotics
7409,Artificial_Intelligence/Robotics
7410,Databases/Deductive
7411,Hardware_and_Architecture/VLSI
7412,Human_Computer_Interaction/Graphics_and_Virtual_Reality
7413,Networking/Protocols
7414,Networking/Protocols
7415,Artificial_Intelligence/Machine_Learning
7416,Artificial_Intelligence/Vision_and_Pattern_Recognition
7417,Artificial_Intelligence/Vision_and_Pattern_Recognition
7418,Artificial_Intelligence/Machine_Learning
7419,Data_Structures__Algorithms_and_Theory/Computational_Geometry
7420,Human_Computer_Interaction/Graphics_and_Virtual_Reality
7421,Programming/Logic
7422,Artificial_Intelligence/Machine_Learning
7423,Human_Computer_Interaction/Cooperative
7424,Human_Computer_Interaction/Multimedia
7425,Data_Structures__Algorithms_and_Theory/Formal_Languages
7426,Artificial_Intelligence/Knowledge_Representation
7427,Artificial_Intelligence/Machine_Learning
7428,Databases/Deductive
7429,Operating_Systems/Distributed
7430,Operating_Systems/Distributed
7431,Artificial_Intelligence/Speech
7432,Artificial_Intelligence/Speech
7433,Artificial_Intelligence/Machine_Learning
7434,Encryption_and_Compression/Compression
7435,Encryption_and_Compression/Compression
7436,Artificial_Intelligence/Machine_Learning
7437,Artificial_Intelligence/Machine_Learning
7438,Information_Retrieval/Retrieval
7439,Programming/Garbage_Collection
7440,Networking/Internet
7441,Programming/Software_Development
7442,Programming/Software_Development
7443,Artificial_Intelligence/Planning
7444,Programming/Software_Development
7445,Programming/Compiler_Design
7446,Human_Computer_Interaction/Graphics_and_Virtual_Reality
7447,Human_Computer_Interaction/Graphics_and_Virtual_Reality
7448,Databases/Relational
7449,Data_Structures__Algorithms_and_Theory/Randomized
7450,Data_Structures__Algorithms_and_Theory/Computational_Complexity
7451,Artificial_Intelligence/Vision_and_Pattern_Recognition
7452,Programming/Software_Development
7453,Programming/Software_Development
7454,Data_Structures__Algorithms_and_Theory/Randomized
7455,Programming/Object_Oriented
7456,Programming/Object_Oriented
7457,Operating_Systems/Memory_Management
7458,Operating_Systems/Memory_Management
7459,Human_Computer_Interaction/Graphics_and_Virtual_Reality
7460,Encryption_and_Compression/Encryption
7461,Operating_Systems/Distributed
7462,Programming/Debugging
7463,Data_Structures__Algorithms_and_Theory/Parallel
7464,Human_Computer_Interaction/Cooperative
7465,Databases/Concurrency
7466,Programming/Software_Development
7467,Programming/Software_Development
7468,Data_Structures__Algorithms_and_Theory/Computational_Complexity
7469,Data_Structures__Algorithms_and_Theory/Randomized
7470,Artificial_Intelligence/Knowledge_Representation
7471,Human_Computer_Interaction/Graphics_and_Virtual_Reality
7472,Human_Computer_Interaction/Graphics_and_Virtual_Reality
7473,Artificial_Intelligence/Speech
7474,Artificial_Intelligence/Machine_Learning
7475,Artificial_Intelligence/Machine_Learning
7476,Artificial_Intelligence/Theorem_Proving
7477,Data_Structures__Algorithms_and_Theory/Logic
7478,Networking/Protocols
7479,Networking/Protocols
7480,Programming/Software_Development
7481,Programming/Object_Oriented
7482,Data_Structures__Algorithms_and_Theory/Sorting
7483,Human_Computer_Interaction/Graphics_and_Virtual_Reality
7484,Encryption_and_Compression/Compression
7485,Encryption_and_Compression/Compression
7486,Programming/Compiler_Design
7487,Hardware_and_Architecture/High_Performance_Computing
